        423     0.02    2.34
    7.05541     0.00224784
    7.10426     0.00235983
    7.17632     0.00238725
    7.21688     0.00230869
    7.29366     0.00246652
    7.39577     0.00265299
    7.49930     0.00289738
    7.56329     0.00313436
    7.60513     0.00340143
    7.65602     0.00370142
    7.70611     0.00403085
    7.75853     0.00442230
    7.81114     0.00489156
    7.84439     0.00534552
    7.88235     0.00591804
    7.90369     0.00649923
    7.93887     0.00718242
    7.96497     0.00790194
    7.98961     0.00854544
    8.01699     0.00925950
    8.04949     0.01015851
    8.07915     0.01112325
    8.11608     0.01219695
    8.15168     0.01357948
    8.19024     0.01508262
    8.20854     0.01651030
    8.22758     0.01803715
    8.24666     0.01964641
    8.26899     0.02167274
    8.28710     0.02395813
    8.30247     0.02634760
    8.31429     0.02805001
    8.33894     0.03077780
    8.36676     0.02764334
    8.40633     0.02560309
    8.44142     0.02732250
    8.46827     0.02978023
    8.48479     0.03278241
    8.51292     0.03634034
    8.53738     0.04026201
    8.58129     0.04437881
    8.65498     0.04850981
    8.73172     0.05207981
    8.77905     0.05627890
    8.81302     0.06055000
    8.85787     0.06586331
    8.89508     0.07251794
    8.94503     0.08040725
    8.97989     0.08828680
    9.01076     0.09523934
    9.02996     0.09993786
    9.06553     0.10441371
    9.11570     0.10157296
    9.13710     0.09461188
    9.14823     0.08602575
    9.16788     0.07896275
    9.18363     0.07092352
    9.20493     0.06426360
    9.21441     0.05871830
    9.25007     0.05269816
    9.27801     0.04668146
    9.30261     0.04313157
    9.33963     0.03923986
    9.36026     0.03576886
    9.38923     0.03307930
    9.42373     0.03006186
    9.45472     0.02734090
    9.48293     0.02521952
    9.53118     0.02313993
    9.57474     0.02111973
    9.60684     0.01938979
    9.65182     0.01771060
    9.68943     0.01615164
    9.72880     0.01480366
    9.76321     0.01356210
    9.80928     0.01227495
    9.85847     0.01116892
    9.90645     0.01007616
    9.96345     0.00912016
   10.01083     0.00829386
   10.04956     0.00764277
   10.09624     0.00706218
   10.14985     0.00648260
   10.19925     0.00593283
   10.26133     0.00544954
   10.33113     0.00497658
   10.40297     0.00459404
   10.47756     0.00424327
   10.56696     0.00391297
   10.67359     0.00360191
   10.77297     0.00333415
   10.92379     0.00307679
   11.11098     0.00291662
   11.20121     0.00284280
   11.25659     0.00268873
   11.35388     0.00248362
   11.45059     0.00240330
   11.54845     0.00243869
   11.63210     0.00250179
   11.71917     0.00261170
   11.83477     0.00283876
   11.94765     0.00309722
   12.03099     0.00337496
   12.09621     0.00369479
   12.15240     0.00402684
   12.21198     0.00435217
   12.24977     0.00474613
   12.29875     0.00522237
   12.32569     0.00580507
   12.34793     0.00639902
   12.36701     0.00703270
   12.38249     0.00777147
   12.40847     0.00888498
   12.42126     0.01001783
   12.44207     0.01123140
   12.46162     0.01279075
   12.48521     0.01412003
   12.53369     0.01559654
   12.58379     0.01448555
   12.59120     0.01326664
   12.61102     0.01226029
   12.64063     0.01107586
   12.64388     0.01000586
   12.66560     0.00889278
   12.69444     0.00783844
   12.72599     0.00703270
   12.74848     0.00639290
   12.76818     0.00592494
   12.78792     0.00535785
   12.82466     0.00486594
   12.85299     0.00440788
   12.89276     0.00399090
   12.92695     0.00367497
   12.97839     0.00337366
   13.01568     0.00307965
   13.09779     0.00281091
   13.18916     0.00256575
   13.32304     0.00231337
   13.43591     0.00210575
   13.54009     0.00194656
   13.72964     0.00179461
   13.94337     0.00167630
   14.18231     0.00161725
   14.42535     0.00159162
   14.67255     0.00159734
   14.92207     0.00168227
   15.06596     0.00175747
   15.25549     0.00189076
   15.38961     0.00206644
   15.47740     0.00227056
   15.57562     0.00250394
   15.64092     0.00278832
   15.71660     0.00316571
   15.75306     0.00353030
   15.79483     0.00387606
   15.82260     0.00424147
   15.83846     0.00454896
   15.86294     0.00498630
   15.88360     0.00561699
   15.91202     0.00608208
   15.92978     0.00673114
   15.96611     0.00778661
   15.98220     0.00843845
   16.00301     0.00936571
   16.01995     0.01005478
   16.06018     0.01070132
   16.12105     0.00990901
   16.14642     0.00921123
   16.15088     0.00841972
   16.17175     0.00767389
   16.19408     0.00684302
   16.22225     0.00616773
   16.22225     0.00570396
   16.26526     0.00524113
   16.26825     0.00474897
   16.31019     0.00432107
   16.34171     0.00387805
   16.36908     0.00351179
   16.43242     0.00316747
   16.50025     0.00283295
   16.57689     0.00258607
   16.75710     0.00239068
   16.91323     0.00234266
   17.04427     0.00241181
   17.18135     0.00251094
   17.28287     0.00261925
   17.42697     0.00285663
   17.49494     0.00301382
   17.70291     0.00305879
   17.92177     0.00323688
   18.04678     0.00348431
   18.18358     0.00380459
   18.28731     0.00417920
   18.38442     0.00458992
   18.47457     0.00499644
   18.54332     0.00542899
   18.59865     0.00594906
   18.65002     0.00654936
   18.69947     0.00711896
   18.74446     0.00794455
   18.79278     0.00920643
   18.82991     0.01066788
   18.88817     0.01214543
   18.90763     0.01344222
   18.98079     0.01495100
   19.07141     0.01670384
   19.12077     0.01751409
   19.31600     0.01789465
   19.53354     0.01942749
   19.61669     0.02119053
   19.70781     0.02303153
   19.79935     0.02516145
   19.90448     0.02766965
   19.99914     0.03004839
   20.12310     0.03263162
   20.24558     0.03540065
   20.40480     0.03841449
   20.52310     0.04026334
   20.69661     0.04206539
   20.84844     0.04041061
   20.90570     0.03873261
   20.95852     0.03560677
   21.03961     0.03245012
   21.12645     0.02915382
   21.20820     0.02653600
   21.25192     0.02440612
   21.32866     0.02256826
   21.40331     0.02061029
   21.47743     0.01892046
   21.55498     0.01729815
   21.63838     0.01581494
   21.77009     0.01437767
   21.83745     0.01303758
   21.97280     0.01193190
   22.07729     0.01095081
   22.17984     0.01010200
   22.28532     0.00931182
   22.42097     0.00853140
   22.55744     0.00773969
   22.66472     0.00713429
   22.77250     0.00659649
   22.91112     0.00604945
   23.05057     0.00558885
   23.17809     0.00512268
   23.33776     0.00469722
   23.54981     0.00422657
   23.75441     0.00381597
   23.98238     0.00351704
   24.25559     0.00327169
   24.59199     0.00318392
   24.88495     0.00345651
   25.00698     0.00381369
   25.16521     0.00421900
   25.22776     0.00468014
   25.35612     0.00514536
   25.40934     0.00564495
   25.48796     0.00631997
   25.57528     0.00708694
   25.62433     0.00790761
   25.73672     0.00872000
   25.82080     0.00894608
   25.96334     0.00853139
   26.02431     0.00803048
   26.06528     0.00728618
   26.18635     0.00640380
   26.24934     0.00558166
   26.29443     0.00500541
   26.38938     0.00452224
   26.47785     0.00413661
   26.52366     0.00374913
   26.63510     0.00346012
   26.67627     0.00318392
   26.79558     0.00287290
   27.00333     0.00260053
   27.15438     0.00235305
   27.28051     0.00217326
   27.41025     0.00201098
   27.57709     0.00185606
   27.76468     0.00170471
   27.96075     0.00156601
   28.26715     0.00142945
   28.53035     0.00131944
   28.81825     0.00121977
   29.13155     0.00112206
   29.44826     0.00103323
   29.86051     0.00095188
   30.37222     0.00090971
   30.89271     0.00089442
   31.42211     0.00088861
   31.86747     0.00094190
   32.09044     0.00102624
   32.23683     0.00112263
   32.33301     0.00122300
   32.42470     0.00132418
   32.53619     0.00146871
   32.63407     0.00164204
   32.67610     0.00182489
   32.77932     0.00206593
   32.89217     0.00229253
   32.98036     0.00267728
   33.02709     0.00374649
   33.08581     0.00446332
   33.10138     0.00518226
   33.16395     0.00581966
   33.29461     0.00671327
   33.38912     0.00742967
   33.56967     0.00634545
   33.63106     0.00568873
   33.67533     0.00506862
   33.72739     0.00415643
   33.78822     0.00354553
   33.91896     0.00289790
   34.03267     0.00236574
   34.19326     0.00199559
   34.27636     0.00181051
   34.42037     0.00163589
   34.53449     0.00145855
   34.73491     0.00131367
   34.98019     0.00119435
   35.41271     0.00109840
   35.81346     0.00106856
   36.25300     0.00112273
   36.52947     0.00108879
   36.88721     0.00098390
   37.05312     0.00090300
   37.33958     0.00082922
   37.62473     0.00075798
   37.93841     0.00069638
   38.39828     0.00064008
   38.83318     0.00059547
   39.31659     0.00055575
   39.69187     0.00052863
   40.16989     0.00049794
   40.73224     0.00046998
   41.43026     0.00045506
   42.14024     0.00043731
   42.86239     0.00041944
   43.56326     0.00040246
   44.07088     0.00038061
   44.82611     0.00038161
   45.59429     0.00037716
   46.37563     0.00036649
   47.17036     0.00035324
   47.97871     0.00033980
   48.80091     0.00034235
   49.63720     0.00033127
   50.48782     0.00032443
   51.35302     0.00031066
   52.24650     0.00030478
   53.12815     0.00029020
   54.03860     0.00029011
   54.96465     0.00027762
   55.90656     0.00027852
   56.86462     0.00026836
   57.83910     0.00026026
   58.83028     0.00026437
   59.85385     0.00025805
   60.86388     0.00026231
   61.84072     0.00027206
   63.04564     0.00027606
   63.91095     0.00030053
   64.48114     0.00032476
   65.09969     0.00035234
   65.62695     0.00038708
   66.10012     0.00041985
   66.40165     0.00046482
   66.60282     0.00051139
   66.83347     0.00056049
   67.28068     0.00060986
   67.65703     0.00066559
   67.98189     0.00069708
   68.59535     0.00070541
   69.11390     0.00070219
   69.31431     0.00066559
   69.67213     0.00061455
   70.14608     0.00056113
   70.53845     0.00051692
   70.77492     0.00047373
   70.97564     0.00044094
   71.36040     0.00040482
   71.66022     0.00036731
   71.95813     0.00033161
   72.80685     0.00031950
   73.02516     0.00030544
   73.26016     0.00028727
   73.71318     0.00026924
   74.58036     0.00024963
   75.16966     0.00022680
   75.72648     0.00021328
   76.93475     0.00021568
   78.05984     0.00020124
   78.39410     0.00018979
   79.23505     0.00017805
   80.28043     0.00019257
   81.23251     0.00017500
   82.43560     0.00016899
   82.47563     0.00015710
   83.79649     0.00016719
   84.21822     0.00014552
   84.35927     0.00015634
   85.38623     0.00017290
   86.39232     0.00016110
   87.07132     0.00017902
   87.83887     0.00014949
   87.91523     0.00015874
   89.21390     0.00016786
   90.14356     0.00015487
   90.15284     0.00014211
   91.00566     0.00016672
   91.57981     0.00014319
   91.74070     0.00014993
   93.27261     0.00015447
   93.97620     0.00013526
   94.23462     0.00011140
   94.30743     0.00012278
   95.25909     0.00013618
   96.18569     0.00012519
   97.61045     0.00013723
   97.71821     0.00014975
   97.83688     0.00012438
   98.55194     0.00010193
   98.79581     0.00011303
   99.55742     0.00013024
